country,state,name,overall,foundation,extinct,stadium_name,stadium_size,coord_lat,coord_long,pattern,color_primary,color_secondary,color_third,color_short,color_socks,rivals
Ecuador,,LDU de Portoviejo,50.0,0,-1,,0,0,0,Patterns.solid,Colors.neutral1,Colors.neutral2,Colors.transparent,Colors.secondary,Colors.primary,[]
Ecuador,,Macara,66.7,1939,-1,Estádio Bella Vista,16467,-1.24482626,-78.623129,Patterns.solid,Colors.lightblue,Colors.blue,Colors.transparent,Colors.secondary,Colors.primary,[]
Ecuador,,Manta Sport,50.0,0,-1,,0,0,0,Patterns.solid,Colors.neutral1,Colors.neutral2,Colors.transparent,Colors.secondary,Colors.primary,[]
Ecuador,,Mushuc Runa,63.2,2003,-1,Estádio Mushuc Runa COAC,6000,-1.30916165,-78.7278448,Patterns.solid,Colors.grena,Colors.green,Colors.transparent,Colors.secondary,Colors.primary,[]
Ecuador,,Nueve Octubre,64.6,1912,-1,Modelo Alberto Spencer,42000,-2.17903931490244,-79.8944434402961,Patterns.stripesThin,Colors.white,Colors.blue,Colors.transparent,Colors.secondary,Colors.primary,[]
Ecuador,,Olmedo,62.6,1919,-1,Olímpico de Riobamba,20000,-1.6662906,-78.6604288,Patterns.solid,Colors.blue,Colors.red,Colors.transparent,Colors.secondary,Colors.primary,[]
Ecuador,,Orense,62.3,2009,-1,Estadio 9 de Mayo,17800,-3.25437008,-79.9627357,Patterns.solid,Colors.darkgreen,Colors.black,Colors.transparent,Colors.secondary,Colors.primary,[]
Ecuador,,Patria,50.0,0,-1,,0,0,0,Patterns.solid,Colors.neutral1,Colors.neutral2,Colors.transparent,Colors.secondary,Colors.primary,[]
Ecuador,,Técnico Univ.,63.1,1971,-1,Estadio Bellavista,18000,-1.2443898,-78.62354027,Patterns.solid,Colors.white,Colors.red,Colors.transparent,Colors.secondary,Colors.primary,[]
Ecuador,,Universidad Católica,64.2,1963,-1,Olímpico Atahualpa,38500,-0.1774,-78.476,Patterns.solid,Colors.lightblue,Colors.darkblue,Colors.transparent,Colors.secondary,Colors.primary,[]
Ecuador,,América de Quito,50.0,0,-1,,0,0,0,Patterns.stripes2,Colors.green,Colors.white,Colors.transparent,Colors.secondary,Colors.primary,[]
Ecuador,,Everest Guayaquil,50.0,0,-1,,0,0,0,Patterns.solid,Colors.red,Colors.black,Colors.transparent,Colors.secondary,Colors.primary,[]
Ecuador,,Filanbanco,50.0,0,-1,,0,0,0,Patterns.solid,Colors.orange,Colors.white,Colors.transparent,Colors.secondary,Colors.primary,[]
Ecuador,,Valdez,50.0,0,-1,,0,0,0,Patterns.solid,Colors.red,Colors.black,Colors.transparent,Colors.secondary,Colors.primary,[]
Colombia,,Alianza Petrolera,66.5,1991,-1,Daniel Villa Zapata,10400,7.073057,-73.864671,Patterns.stripes2,Colors.yellow,Colors.black,Colors.transparent,Colors.secondary,Colors.primary,[]
Colombia,,América de Cali,73.6,1927,-1,Olímpico Pascual Guerrero,35405,3.43076413,-76.540955,Patterns.solid,Colors.red,Colors.white,Colors.transparent,Colors.secondary,Colors.primary,['Deportivo Cali']
Colombia,,Atlético Huila,63.1,1990,-1,Guillermo Plazas Alcid,10400,2.93608856,-75.280323806,Patterns.stripes2,Colors.yellow,Colors.green,Colors.transparent,Colors.secondary,Colors.primary,[]
Colombia,,Atlético Nacional,75.0,1947,-1,Atanasio Girardot,52872,6.2570559,-75.589883235,Patterns.stripes2,Colors.green,Colors.white,Colors.transparent,Colors.secondary,Colors.primary,['Millonarios']
Colombia,,Boca Juniors de Cali,50.0,0,-1,,0,0,0,Patterns.solid,Colors.neutral1,Colors.neutral2,Colors.transparent,Colors.secondary,Colors.primary,[]
Colombia,,Boyacá Chicó,63.4,2002,-1,La Independencia,20000,5.54217432,-73.3533631,Patterns.solid,Colors.blue,Colors.white,Colors.transparent,Colors.secondary,Colors.primary,[]
Colombia,,Bucaramanga,64.6,1949,-1,Alfonso López,25000,7.136745,-73.116192,Patterns.solid,Colors.white,Colors.white,Colors.transparent,Colors.secondary,Colors.primary,[]
Colombia,,Cortuluá,67.6,1967,-1,Doce de Octubre,16000,4.07490263,-76.2016262,Patterns.oneVertStripe,Colors.red,Colors.green,Colors.transparent,Colors.secondary,Colors.primary,[]
Colombia,,Cúcuta,65.3,1924,-1,General Santander,46519,7.8946915,-72.50194428901477,Patterns.divided,Colors.red,Colors.black,Colors.transparent,Colors.secondary,Colors.primary,[]
Colombia,,Deportivo Cali,72.3,1912,-1,Estádio Deportivo Cali,55000,3.5226925,-76.41571171,Patterns.solid,Colors.green,Colors.white,Colors.transparent,Colors.secondary,Colors.primary,['América de Cali']
Colombia,,Deportivo Pasto,67.2,1949,-1,Departamental Libertad,20700,1.19825378,-77.2778826,Patterns.solid,Colors.red,Colors.blue,Colors.transparent,Colors.secondary,Colors.primary,[]
Colombia,,Deportivo Pereira,66.5,1944,-1,Hernán Villegas,30313,4.80468765,-75.751995,Patterns.solid,Colors.red,Colors.yellow,Colors.transparent,Colors.secondary,Colors.primary,[]
Colombia,,Envigado,67.6,1989,-1,Polideportivo Sur,12000,6.16451557,-75.5989182,Patterns.solid,Colors.orange,Colors.green,Colors.transparent,Colors.secondary,Colors.primary,[]
Colombia,,Jaguares-COL,65.3,2012,-1,Estadio Jaraguay,12000,8.711770348733069,-75.82762658530339,Patterns.solid,Colors.lightblue,Colors.white,Colors.transparent,Colors.secondary,Colors.primary,[]
Colombia,,Junior,74.2,1924,-1,Metropolitano,46692,10.927145429567,-74.8000172,Patterns.stripes2,Colors.red,Colors.white,Colors.transparent,Colors.secondary,Colors.primary,[]
Colombia,,I. Medellín,71.6,1913,-1,Atanasio Girardot,45953,6.256939271,-75.5898773,Patterns.divided,Colors.red,Colors.blue,Colors.transparent,Colors.secondary,Colors.primary,[]
Colombia,,La Equidad,70.5,1982,-1,Metropolitano de Techo,15000,4.62375432,-74.1354781,Patterns.solid,Colors.white,Colors.green,Colors.transparent,Colors.secondary,Colors.primary,[]
Colombia,,Millonarios,73.4,1937,-1,El Campín,36343,4.645962128,-74.077269811,Patterns.solid,Colors.blue,Colors.white,Colors.transparent,Colors.secondary,Colors.primary,['Atlético Nacional']
Colombia,,Once Caldas,70.8,1961,-1,Palogrande,42600,5.057102,-75.48972667784,Patterns.solid,Colors.white,Colors.green,Colors.transparent,Colors.secondary,Colors.primary,[]
Colombia,,Patriotas,67.8,2003,-1,La Independencia,21000,5.5421279,-73.35339,Patterns.solid,Colors.red,Colors.green,Colors.transparent,Colors.secondary,Colors.primary,[]
Colombia,,Deportes Quindio,59.3,1951,-1,Centenário,25000,4.515824983,-75.698671,Patterns.oneHorStripe,Colors.green,Colors.yellow,Colors.transparent,Colors.secondary,Colors.primary,[]
Colombia,,Rio Negro Aguilas,68.1,1991,-1,Alberto Grisales,14000,6.14667896,-75.372829,Patterns.solid,Colors.gold,Colors.black,Colors.transparent,Colors.secondary,Colors.primary,[]
Colombia,,Santa Fé,73.1,1941,-1,El Campín,36343,4.646,-74.077,Patterns.solid,Colors.white,Colors.red,Colors.transparent,Colors.secondary,Colors.primary,[]
Colombia,,Tolima,74.2,1954,-1,Manuel Murillo Toro,33000,4.43018613,-75.21773451564,Patterns.solid,Colors.yellow,Colors.orange,Colors.transparent,Colors.secondary,Colors.primary,[]
Colombia,,Unión Magdalena,66.1,1951,-1,Eduardo Santos,23000,11.2398636,-74.19507816,Patterns.stripes3,Colors.blue,Colors.red,Colors.transparent,Colors.secondary,Colors.primary,[]
Venezuela,,Angostura,58.6,2007,-1,Ricardo Tulio Maya,2500,8.080102030079157,-63.51717742191261,Patterns.solid,Colors.yellow,Colors.red,Colors.transparent,Colors.secondary,Colors.primary,[]
Venezuela,,Aragua,60.1,2002,-1,Olimpico Hermanos Ghersi Paez,18000,10.2589723,-67.6123306,Patterns.solid,Colors.yellow,Colors.red,Colors.transparent,Colors.secondary,Colors.primary,[]
Venezuela,,Carabobo,62.7,1964,-1,Estádio Misael Delgado,14000,10.2230961,-68.011514,Patterns.solid,Colors.grena,Colors.white,Colors.transparent,Colors.secondary,Colors.primary,[]
Venezuela,,Caracas,68.9,1967,-1,Estádio Olímpico de Caracas,24900,10.49220252,-66.885644393,Patterns.solid,Colors.red,Colors.white,Colors.transparent,Colors.secondary,Colors.primary,['Deportivo Táchira']
Venezuela,,La Guaira,66.0,2008,-1,Estádio Olímpico de Caracas,24900,10.492202523,-66.885644393,Patterns.solid,Colors.white,Colors.blue,Colors.transparent,Colors.secondary,Colors.primary,[]
Venezuela,,Deportivo Táchira,67.8,1974,-1,Pueblo Nuevo de San Cristóbal,42000,7.787385,-72.1980212,Patterns.stripes2,Colors.yellow,Colors.black,Colors.transparent,Colors.secondary,Colors.primary,['Caracas']
Venezuela,,Estudiantes de Mérida,65.4,1971,-1,Guillermo Soto Rosa,16500,8.576959,-71.16485,Patterns.solid,Colors.white,Colors.red,Colors.transparent,Colors.secondary,Colors.primary,[]
Venezuela,,Deportivo Lara,64.0,2009,-1,Farid Richa,12480,10.0809793,-69.32927,Patterns.stripes2,Colors.red,Colors.black,Colors.transparent,Colors.secondary,Colors.primary,[]
Venezuela,,Hermanos Colmenarez,62.7,2015,-1,Estadio Agustín Tovar,29800,0,0,Patterns.stripes2,Colors.blue,Colors.white,Colors.transparent,Colors.secondary,Colors.primary,[]
Venezuela,,Deportivo Italchacao,50.0,0,-1,,0,0,0,Patterns.solid,Colors.neutral1,Colors.neutral2,Colors.transparent,Colors.secondary,Colors.primary,[]
Venezuela,,Metropolitanos,65.1,2011,-1,Brígido Iriarte,10000,10.48275,-66.94181,Patterns.solid,Colors.purple,Colors.black,Colors.transparent,Colors.secondary,Colors.primary,[]
Venezuela,,Mineros,62.6,1981,-1,C.T.E. Cachamay,42000,8.31272986,-62.6962946,Patterns.solid,Colors.red,Colors.black,Colors.transparent,Colors.secondary,Colors.primary,[]
Venezuela,,Minervén,61.3,1985,-1,Héctor Thomas,5000,7.3472689,-61.82695,Patterns.solid,Colors.blue,Colors.black,Colors.transparent,Colors.secondary,Colors.primary,[]
Venezuela,,Monagas,64.5,1987,-1,Monumental de Maturín,51796,9.71000338,-63.2677268,Patterns.solid,Colors.blue,Colors.grena,Colors.transparent,Colors.secondary,Colors.primary,[]
Venezuela,,Nacional Táchira,50.0,0,-1,,0,0,0,Patterns.solid,Colors.neutral1,Colors.neutral2,Colors.transparent,Colors.secondary,Colors.primary,[]
Venezuela,,Portuguesa-VEN,61.7,1972,-1,José Antonio Paez,18000,9.57076765,-69.21027962,Patterns.stripes3,Colors.red,Colors.black,Colors.transparent,Colors.secondary,Colors.primary,[]
Venezuela,,Puerto Cabello,61.1,2014,-1,Complejo Deportivo Socialista,7500,10.467987195,-68.00974328,Patterns.solid,Colors.orange,Colors.blue,Colors.transparent,Colors.secondary,Colors.primary,[]
Venezuela,,Rayo Zuliano,56.0,2005,-1,José Encarnación Romero,45800,10.673866285295034,-71.64514477771036,Patterns.solid,Colors.yellow,Colors.red,Colors.transparent,Colors.secondary,Colors.primary,[]
Venezuela,,Trujillanos,60.6,1981,-1,José Alberto Pérez,12000,9.33347489,-70.60227,Patterns.solid,Colors.yellow,Colors.black,Colors.transparent,Colors.secondary,Colors.primary,[]
Venezuela,,Univ. Central de Venezuela,62.6,1950,-1,Olímpico de la UCV,27900,10.491299493561534,-66.88578652189273,Patterns.divided,Colors.blue,Colors.yellow,Colors.transparent,Colors.secondary,Colors.primary,[]
Venezuela,,Universidad Los Andes,50.0,0,-1,,0,0,0,Patterns.solid,Colors.neutral1,Colors.neutral2,Colors.transparent,Colors.secondary,Colors.primary,[]
Venezuela,,Zamora,60.8,1977,-1,Estadio Agustín Tovar,28000,8.625075,-70.20694,Patterns.solid,Colors.white,Colors.black,Colors.transparent,Colors.secondary,Colors.primary,[]
Venezuela,,Zulia,62.7,2005,-1,Estádio José Encarnación Romero,45000,10.6743723,-71.644651,Patterns.stripes2,Colors.blue,Colors.black,Colors.transparent,Colors.secondary,Colors.primary,[]
Venezuela,,Anzoátegui,50.0,0,-1,,0,0,0,Patterns.solid,Colors.yellow,Colors.red,Colors.transparent,Colors.secondary,Colors.primary,[]
Venezuela,,Deportivo Italia,50.0,0,-1,,0,0,0,Patterns.solid,Colors.blue,Colors.white,Colors.transparent,Colors.secondary,Colors.primary,[]
Venezuela,,Deportivo Galícia,50.0,0,-1,,0,0,0,Patterns.solid,Colors.white,Colors.lightblue,Colors.transparent,Colors.secondary,Colors.primary,[]
Venezuela,,Lara FC,50.0,0,-1,,0,0,0,Patterns.solid,Colors.neutral1,Colors.neutral2,Colors.transparent,Colors.secondary,Colors.primary,[]
Venezuela,,Llaneros,50.0,0,-1,,0,0,0,Patterns.solid,Colors.neutral1,Colors.neutral2,Colors.transparent,Colors.secondary,Colors.primary,[]
Venezuela,,Margarita,50.0,0,-1,,0,0,0,Patterns.solid,Colors.neutral1,Colors.neutral2,Colors.transparent,Colors.secondary,Colors.primary,[]
Venezuela,,Marítimo de Venezuela,50.0,0,-1,,0,0,0,Patterns.stripes2,Colors.green,Colors.red,Colors.transparent,Colors.secondary,Colors.primary,[]
Venezuela,,Pepeganga,50.0,0,-1,,0,0,0,Patterns.solid,Colors.neutral1,Colors.neutral2,Colors.transparent,Colors.secondary,Colors.primary,[]
Venezuela,,CD Portugués,50.0,0,-1,,0,0,0,Patterns.solid,Colors.neutral1,Colors.neutral2,Colors.transparent,Colors.secondary,Colors.primary,[]
Venezuela,,Valencia-VEN,50.0,0,-1,,0,0,0,Patterns.solid,Colors.neutral1,Colors.neutral2,Colors.transparent,Colors.secondary,Colors.primary,[]
Venezuela,,Maracaibo,50.0,2001,-1,José Pachencho Romero,35000,0,0,Patterns.solid,Colors.blue,Colors.red,Colors.transparent,Colors.secondary,Colors.primary,[]
Venezuela,,Atlético San Cristóbal,50.0,1980,-1,Estadio Polideportivo de Pueblo Nuevo,38755,0,0,Patterns.solid,Colors.orange,Colors.white,Colors.transparent,Colors.secondary,Colors.primary,[]
Venezuela,,Unión Canarias,50.0,0,-1,,0,0,0,Patterns.solid,Colors.neutral1,Colors.neutral2,Colors.transparent,Colors.secondary,Colors.primary,[]
Mexico,,Atlas,73.6,1916,-1,Jalisco,63163,20.7051916,-103.3277484,Patterns.divided,Colors.red,Colors.black,Colors.transparent,Colors.secondary,Colors.primary,['Chivas Guadalajara']
Mexico,,Atlante,68.4,1916,-1,Estádio Azul,32904,19.382696,-99.1782815,Patterns.stripes2,Colors.blue,Colors.grena,Colors.transparent,Colors.secondary,Colors.primary,[]
Mexico,,América-MEX,77.5,1916,-1,Estádio Azteca,87000,19.30399437,-99.15052764,Patterns.solid,Colors.yellow,Colors.blue,Colors.transparent,Colors.primary,Colors.primary,"['Chivas Guadalajara', 'Pumas']"
Mexico,,Atlético Español,50.0,1971,1982,Estádio Azteca,87000,0,0,Patterns.solid,Colors.black,Colors.red,Colors.transparent,Colors.secondary,Colors.primary,[]
Mexico,,Atlético Celaya,66.7,1954,-1,Emilio Butragueño,26753,20.534896,-100.8181567,Patterns.oneHorStripe,Colors.white,Colors.blue,Colors.transparent,Colors.secondary,Colors.primary,[]
Mexico,,Chivas Guadalajara,74.5,1906,-1,Estadio Akron,49850,20.6827395,-103.46255961,Patterns.stripes3,Colors.red,Colors.white,Colors.blue,Colors.third,Colors.primary,"['Atlas', 'América-MEX']"
Mexico,,Correcaminos,67.3,1982,-1,Marte R. Gómez Segura,19500,23.739618,-99.1523884,Patterns.oneHorStripe,Colors.orange,Colors.white,Colors.transparent,Colors.secondary,Colors.primary,[]
Mexico,,Cruz Azul,76.8,1927,-1,Estádio Azul,32904,19.3837416,-99.178264,Patterns.solid,Colors.blue,Colors.white,Colors.transparent,Colors.secondary,Colors.primary,[]
Mexico,,Dorados Sinaloa,65.6,2003,-1,Estádio Banorte,20108,24.8305076,-107.404267,Patterns.divided,Colors.black,Colors.yellow,Colors.transparent,Colors.secondary,Colors.primary,[]
Mexico,,Irapuato,64.5,1982,-1,Sergio León Chavez,30000,20.68461665,-101.3561041,Patterns.solid,Colors.red,Colors.darkblue,Colors.transparent,Colors.secondary,Colors.primary,[]
Mexico,,Jaguares Chiapas,67.7,2002,-1,Estádio Víctor Manuel Reyna,28000,16.763,-93.096,Patterns.solid,Colors.black,Colors.white,Colors.transparent,Colors.secondary,Colors.primary,[]
Mexico,,Juárez,69.5,2015,-1,Estadio Olímpico Benito Juárez,19703,31.75317,-106.467471,Patterns.solid,Colors.green,Colors.black,Colors.transparent,Colors.secondary,Colors.primary,[]
Mexico,,Club León,73.9,1944,-1,Nou Camp,33943,21.1163456,-101.65787452,Patterns.solid,Colors.green,Colors.white,Colors.transparent,Colors.secondary,Colors.primary,[]
Mexico,,Leones Negros,68.3,1970,-1,Jalisco,63163,20.7052,-103.3277,Patterns.solid,Colors.red,Colors.yellow,Colors.transparent,Colors.secondary,Colors.primary,[]
Mexico,,Mazatlán,71.0,2020,-1,Estadio de Mazatlán,25000,23.2360094,-106.432487154,Patterns.solid,Colors.purple,Colors.black,Colors.transparent,Colors.secondary,Colors.primary,[]
Mexico,,Monterrey,78.2,1945,-1,Estádio BBVA,51348,25.6702825,-100.2446717,Patterns.stripes3,Colors.blue,Colors.white,Colors.transparent,Colors.secondary,Colors.primary,['Tigres']
Mexico,,Morelia,70.1,1950,-1,Estadio Morelos,41038,19.7189655,-101.233201,Patterns.diagonalInv,Colors.yellow,Colors.red,Colors.transparent,Colors.secondary,Colors.primary,[]
Mexico,,Necaxa,68.9,1923,-1,Estadio Victoria,22000,21.881199555,-102.275442,Patterns.stripes3,Colors.red,Colors.white,Colors.transparent,Colors.secondary,Colors.primary,[]
Mexico,,Deportivo Neza,53.0,1978,-1,Estadio Neza 86,28000,0,0,Patterns.solid,Colors.yellow,Colors.black,Colors.transparent,Colors.secondary,Colors.primary,[]
Mexico,,Pachuca,73.9,1892,-1,Estádio Hidalgo,32000,20.10591056,-98.7556673,Patterns.stripes2,Colors.blue,Colors.white,Colors.transparent,Colors.secondary,Colors.primary,[]
Mexico,,Puebla,71.6,1944,-1,Estadio Cuauhtemoc,42684,19.07886305,-98.164410348,Patterns.diagonalInv,Colors.blue,Colors.white,Colors.transparent,Colors.secondary,Colors.primary,[]
Mexico,,Pumas,72.5,1954,-1,Olímpico Universitário,72000,19.333086463,-99.19217763867,Patterns.solid,Colors.darkblue,Colors.white,Colors.yellow,Colors.secondary,Colors.primary,['América-MEX']
Mexico,,Querétaro,69.4,1950,-1,Estádio Corregidora,40000,20.57793742,-100.3662424,Patterns.stripes3,Colors.blue,Colors.black,Colors.transparent,Colors.secondary,Colors.primary,[]
Mexico,,Club Deportivo Oro,50.0,0,-1,,0,0,0,Patterns.solid,Colors.neutral1,Colors.neutral2,Colors.transparent,Colors.secondary,Colors.primary,[]
Mexico,,San Luis,68.7,2013,-1,Estadio Alfonso Lastras Ramírez,25709,22.1389898,-100.95071374670914,Patterns.stripes2,Colors.red,Colors.white,Colors.transparent,Colors.secondary,Colors.primary,[]
Mexico,,Santos Laguna,72.9,1983,-1,Nuevo Estadio Corona,30000,25.62846869,-103.3796996,Patterns.horStripes2,Colors.green,Colors.white,Colors.transparent,Colors.secondary,Colors.primary,[]
Mexico,,Tampico Madero,65.6,1945,-1,Estadio Tamaulipas,19668,0,0,Patterns.solid,Colors.lightblue,Colors.white,Colors.transparent,Colors.secondary,Colors.primary,[]
Mexico,,Tecos,66.1,1971,-1,Tres de Marzo,22988,20.6937821,-103.4162585,Patterns.solid,Colors.grena,Colors.white,Colors.transparent,Colors.secondary,Colors.primary,[]
Mexico,,Tigres,78.0,1960,-1,Estádio Universitario,42000,25.7232925346,-100.31197952,Patterns.oneHorStripe,Colors.yellow,Colors.blue,Colors.transparent,Colors.primary,Colors.primary,['Monterrey']
Mexico,,Tijuana,71.5,2007,-1,Caliente,33333,32.50666,-116.9931046,Patterns.solid,Colors.red,Colors.black,Colors.transparent,Colors.secondary,Colors.primary,[]
Mexico,,Toluca,75.4,1917,-1,Estádio Nemesio Díez,30000,19.2873975,-99.66671939,Patterns.solid,Colors.red,Colors.white,Colors.transparent,Colors.secondary,Colors.primary,[]
Mexico,,Toros Neza,68.4,1991,-1,Estadio Neza 86,20000,19.405891107,-98.9871339,Patterns.oneHorStripe,Colors.red,Colors.white,Colors.transparent,Colors.secondary,Colors.primary,[]
Mexico,,Veracruz,66.8,1943,-1,"Luis ""Pirata"" Fuente",30000,19.16429626,-96.1252219,Patterns.solid,Colors.red,Colors.red,Colors.transparent,Colors.secondary,Colors.primary,[]
Mexico,,Zacatepec,50.0,1948,2020,,0,0,0,Patterns.solid,Colors.green,Colors.white,Colors.transparent,Colors.secondary,Colors.primary,[]
Mexico,,Asturias,50.0,0,-1,,0,0,0,Patterns.solid,Colors.neutral1,Colors.neutral2,Colors.transparent,Colors.secondary,Colors.primary,[]
Mexico,,CD Marte,50.0,0,-1,,0,0,0,Patterns.solid,Colors.neutral1,Colors.neutral2,Colors.transparent,Colors.secondary,Colors.primary,[]
Mexico,,Real Club España,50.0,0,-1,,0,0,0,Patterns.solid,Colors.neutral1,Colors.neutral2,Colors.transparent,Colors.secondary,Colors.primary,[]
United States,,Atlanta United,71.4,2014,-1,Mercedes-Benz Stadium,72035,33.75535771,-84.40062064,Patterns.stripes2,Colors.red,Colors.black,Colors.transparent,Colors.secondary,Colors.primary,[]
United States,,Austin FC,68.6,2019,-1,Q2 Stadium,20738,30.38794963,-97.7192678,Patterns.solid,Colors.black,Colors.green,Colors.transparent,Colors.secondary,Colors.primary,[]
United States,,Cincinnati,69.6,2015,-1,West End Stadium,26000,39.111014,-84.522226,Patterns.solid,Colors.blue,Colors.orange,Colors.transparent,Colors.secondary,Colors.primary,[]
United States,,Columbus Crew,72.0,1994,-1,Mapfre Stadium,19968,40.009552335,-82.9910362,Patterns.solid,Colors.yellow,Colors.black,Colors.transparent,Colors.secondary,Colors.primary,[]
United States,,Charlotte FC,67.4,2019,-1,Bank of America Stadium,74867,35.225876,-80.852819,Patterns.solid,Colors.blue,Colors.white,Colors.transparent,Colors.secondary,Colors.primary,[]
United States,,Chicago Fire,69.6,1997,-1,Toyota Park,20000,41.765063860516534,-87.80527756829989,Patterns.solid,Colors.blue,Colors.red,Colors.transparent,Colors.secondary,Colors.primary,[]
United States,,Chivas USA,50.0,2004,-1,StubHub Center,27000,0,0,Patterns.stripes3,Colors.red,Colors.white,Colors.transparent,Colors.secondary,Colors.primary,[]
United States,,Colorado Rapids,70.3,1995,-1,DSG Park,19680,39.805555555,-104.891944444,Patterns.solid,Colors.grena,Colors.grey,Colors.transparent,Colors.secondary,Colors.primary,[]
United States,,DC United,70.2,1995,-1,Audi Field,20000,38.8690816,-77.0125934,Patterns.solid,Colors.red,Colors.black,Colors.transparent,Colors.secondary,Colors.primary,[]
United States,,FC Dallas,70.9,1996,-1,Toyota Stadium,20500,33.15449939561873,-96.835056129,Patterns.solid,Colors.red,Colors.blue,Colors.transparent,Colors.secondary,Colors.primary,[]
United States,,Houston Dynamo,68.5,2005,-1,BBVA Compass Stadium,22000,29.75257844,-95.35189528,Patterns.solid,Colors.orange,Colors.black,Colors.transparent,Colors.secondary,Colors.primary,[]
United States,,Inter Miami,69.9,2018,-1,Lockhart Stadium,17417,26.19324744,-80.1606167,Patterns.solid,Colors.pink,Colors.black,Colors.transparent,Colors.secondary,Colors.primary,[]
United States,,LA Galaxy,69.7,1994,-1,Dignity Health Sports Park,27000,33.8648141474,-118.2611211,Patterns.diagonal,Colors.white,Colors.darkblue,Colors.yellow,Colors.secondary,Colors.primary,['Los Angeles FC']
United States,,Los Angeles FC,72.7,2014,-1,Banc of California Stadium,22000,34.0128338,-118.283579,Patterns.solid,Colors.black,Colors.gold,Colors.transparent,Colors.primary,Colors.primary,['LA Galaxy']
United States,,Minnesota United,70.8,2010,-1,Allianz Field,19400,44.95329071,-93.16552316,Patterns.solid,Colors.blue,Colors.grey,Colors.transparent,Colors.secondary,Colors.primary,[]
Canada,,Montreal Impact,66.7,2010,-1,Saputo Stadium,19619,45.5624524,-73.552839,Patterns.stripes2,Colors.blue,Colors.black,Colors.transparent,Colors.secondary,Colors.primary,[]
United States,,Nashville,67.3,2016,-1,Geodis Park,30000,36.1301689,-86.7658585,Patterns.solid,Colors.yellow,Colors.darkblue,Colors.transparent,Colors.secondary,Colors.primary,[]
United States,,NE Revolution,71.9,1996,-1,Gillette Stadium,25000,42.091105,-71.264239,Patterns.solid,Colors.blue,Colors.red,Colors.transparent,Colors.secondary,Colors.primary,[]
United States,,NY Cosmos,50.0,1970,-1,,0,0,0,Patterns.solid,Colors.white,Colors.green,Colors.transparent,Colors.secondary,Colors.primary,[]
United States,,NY City,71.6,2013,-1,Yankee Stadium,33488,40.82973906,-73.9261731193736,Patterns.solid,Colors.lightblue,Colors.white,Colors.transparent,Colors.primary,Colors.primary,['NY Red Bulls']
United States,,NY Red Bulls,69.2,1995,-1,Red Bull Arena,25000,40.73713616,-74.149881,Patterns.solid,Colors.white,Colors.red,Colors.transparent,Colors.secondary,Colors.primary,['NY City']
United States,,Orlando City,70.5,2010,-1,Exploria Stadium,25500,28.5412203,-81.38898748,Patterns.solid,Colors.purple,Colors.white,Colors.gold,Colors.primary,Colors.primary,[]
United States,,Portland Timbers,71.1,1975,-1,Providence Park,21144,45.52168919,-122.69138305,Patterns.solid,Colors.darkgreen,Colors.yellow,Colors.gold,Colors.primary,Colors.primary,['Seattle Sounders']
United States,,Seattle Sounders,72.5,2007,-1,Lumen Field,68000,47.5953977,-122.3311995,Patterns.solid,Colors.green,Colors.blue,Colors.transparent,Colors.secondary,Colors.primary,['Portland Timbers']
United States,,Philadelphia Union,68.4,2008,-1,PPL Park,18500,39.83275356,-75.3779441855293,Patterns.solid,Colors.darkblue,Colors.yellow,Colors.transparent,Colors.secondary,Colors.primary,[]
Canada,,Toronto FC,68.1,2005,-1,BMO Field,30000,43.63334099,-79.41830505,Patterns.solid,Colors.red,Colors.white,Colors.transparent,Colors.secondary,Colors.primary,[]
United States,,Real Salt Lake,67.7,2004,-1,Rio Tinto Stadium,20213,40.5832722,-111.89327523,Patterns.solid,Colors.red,Colors.yellow,Colors.transparent,Colors.secondary,Colors.primary,[]
United States,,San Jose Earthquakes,66.5,1994,-1,Avaya Stadium,18000,37.3512815,-121.9244801,Patterns.solid,Colors.blue,Colors.black,Colors.transparent,Colors.secondary,Colors.primary,[]
United States,,St. Louis City,66.4,2019,-1,City Park,22500,38.631398,-90.2102781,Patterns.solid,Colors.pink,Colors.black,Colors.transparent,Colors.secondary,Colors.primary,[]
United States,,Tampa Bay Rowdies,61.9,1996,-1,Al Lang Stadium,7000,0,0,Patterns.horStripes3,Colors.green,Colors.yellow,Colors.transparent,Colors.secondary,Colors.primary,[]
United States,,Sporting Kansas City,68.2,1995,-1,Children's Mercy Park,18467,39.12169273,-94.8229192,Patterns.solid,Colors.lightblue,Colors.darkblue,Colors.transparent,Colors.secondary,Colors.primary,[]
Canada,,Vancouver Whitecaps,69.0,2009,-1,BC Place,54500,49.2770509,-123.1119131,Patterns.solid,Colors.darkblue,Colors.lightblue,Colors.transparent,Colors.secondary,Colors.primary,[]
United States,,Chicago Sting,50.0,1974,1988,Soldier Field,55000,0,0,Patterns.solid,Colors.yellow,Colors.black,Colors.transparent,Colors.secondary,Colors.primary,[]
United States,,Dallas Tornado,50.0,1967,1981,,0,0,0,Patterns.sleeves,Colors.white,Colors.blue,Colors.transparent,Colors.secondary,Colors.primary,[]
United States,,Los Angeles Aztecs,50.0,1973,1981,,0,0,0,Patterns.solid,Colors.white,Colors.blue,Colors.transparent,Colors.secondary,Colors.primary,[]
